Title,User_id,_2,_3,_4,_5
"New Hope for People with Bipolar Disorder: Your Friendly, Authoritative Guide to the Latest in Traditional and Complementar y Solutions, Including: ... of Depression & Manic-Depressive ...",A6U2FHRMOY7QD,19/24,2.0,New Hope - Or - Old Hat?,"New Hope for People With Bipolar Disorder may be an exceptional foundation for newly diagnosed individuals, but the book really has nothing new to offer. I found that the material in the book was poorly presented and interlaced with verbiage. Despite the title, no new hope is presented for readers. The overall rating of this book is &quot;one HUGE disappointment&quot; in a binding."
"New Hope for People with Bipolar Disorder: Your Friendly, Authoritative Guide to the Latest in Traditional and Complementar y Solutions, Including: ... of Depression & Manic-Depressive ...",,12/15,3.0,New Hope? Nothing is new.,"This is an ok book to start with if you are just starting your journey of understanding what has been labeled as &quot;bipolar&quot;, formerly known as &quot;manic depressive&quot;. However, the title is very deceptive. If you already know the basics, it will most likely be a dissapointing and boring read.A formerly labeled psychiatric survivor."
"New Hope for People with Bipolar Disorder: Your Friendly, Authoritative Guide to the Latest in Traditional and Complementar y Solutions, Including: ... of Depression & Manic-Depressive ...",,17/22,2.0,Book reviewer correction,A very helpful source for information on this book and depressive disorders was noted by a reader from Bethesda. However the organization name is &quot;DRADA&quot; not &quot;DRAGA&quot;. Depression and related affective disorders association.
Shobogenzo: v. 2: Zen Essays - The Eye and Treasury of the True Law,A1DGSUJ89KN91K,39/42,4.0,Dogen leaves most other thinkers behind in the dust.,"Thomas Cleary, the well-known translator of Oriental texts, has been performing a valuable service for many years by placing before the Western reader many interesting texts, some of which might otherwise never have been translated. His translations, though they may serve the uncritical reader well enough for ordinary purposes, ought wherever possible to be supplemented by alternate translations as they cannot be relied upon for scholarly purposes. Cleary's work tends to be uneven, with some of his books being much better than others.Dogen's Japanese is highly idiosyncratic and extremely difficult, so much so that some Japanese will claim that his language can't be considered Japanese at all. Think 'Finnegans Wake' and you will appreciate their perplexity. Given the difficulty of Dogen's language, and the profundity of his thought, it would seem to follow that only a lengthy immersion in, and deep pondering of, his text could result in an 'excellent' translation.If you run an Amazon search for 'Thomas Cleary,' it will produce over 140 items. Now then, I could be wrong, but given the sheer massiveness of Cleary's output, one suspects a preference for quantity over quality, particularly if one considers that just one of these items is the incredibly long 1643-page 'Flower Ornament Scripture,' a translation that could have taken a 'lesser' man ten or more years.I know that there are some good things in Cleary's edition, because I used to have the book. But before deciding, readers might care to look at the Dogen translations of Francis H. Cook - 'How to Raise an Ox' and 'Sounds of Valley Streams.' Cook's output, numerically, is nowhere near as impressive as that of Cleary, but in addition to being a Zen adept his scholarship is impeccable, and some readers may find his readings more to their taste.Personally, I think it would be very hard to better Cook's translation of the 'Shobogenzo genjokoan,' of which the following is a brief extract:&quot;Conveying the self to the myriad beings to authenticate them is delusion; the myriad things advancing to authenticate the self is enlightenment&quot; [Sounds of Valley Streams, page 66].But whether you plump for Cleary, or Cook, or other translators such as Kazuaki Tanahashi or Gudo Nishijima, you should certainly get hold of somebody's reading of Dogen. You'll be impressed. He leaves most other thinkers behind in the dust."
Shobogenzo: v. 2: Zen Essays - The Eye and Treasury of the True Law,A2IVRX93Y60GUD,27/30,5.0,Simply one of the best translation of Dogen's Shobogenzo available.,"Thomas Cleary has translated 13 of the 95 chapters of Dogens masterpiece, Shobogenzo, in this wonderful book. Besides the general introduction at the beginning of the book, he provides a modest but succinct introduction to each chapter, and footnotes at the end of each chapter. He has chosen 13 of the best chapters, including such classics as Genjokoan, and Uji. The only flaw is the fact that there now remain 82 chapters that must be read either in Japanese or by often less qualified translators. (Cleary has translated a couple other chapters in ""Rational Zen"", now out of print.)Anyone interested in Dogen will be happy to read and re-read this powerful collection of his writings. Tom, if you're listening, more, more..."
Shobogenzo: v. 2: Zen Essays - The Eye and Treasury of the True Law,AVE4AAY804YOT,12/13,5.0,great book.,"Your options for studying Dogen's thought are few. I believe that this collection of essays compiled by Mr. Cleary is an excellent one. This work contains a much smaller number of essays than that of the actual Shobogenzo. I think that Mr. Cleary has done a good job with his selection of essays for this book. This book offers the reader a very nice cross section from the whole of the original work. I like his translations and his introductions before each essay are helpful.Other options would be;a translation of the ""The Shobogenzo"" by Nishijima Roshi and Cross. This four book set includes all of Master Dogen's 95 essays that make up the whole of The Shobogenzo. This is a wonderful resource for those looking to really dig into Master Dogen's Dharma.Also, Rev. Shohaku Okumura of the Sanhin Zen Community is working on translating much of Master Dogen's writings and talks. Many of which are available.Finally, I feel that if you are to truly to see what Master Dogen's is pointing to in his Shobogenzo you will need to have a solid foundation in a correct daily Zazen practice. The insight resulting from your efforts is the tool needed to clarify or even just to penetrate Master Dogens work.One final thought, for those looking for a great book that is a ""how to"" of Zen practice, ""The Three Pillars of Zen"" by the late Phillip Kapleau has been a huge help to many.Best Wishes."
Shobogenzo: v. 2: Zen Essays - The Eye and Treasury of the True Law,AAPA4KQWA7UXN,3/5,4.0,dharma eye new moon size,"A useful &quot;best of&quot; selection of Dogen's enormous masterwork. Cleary is generally dependable in this venture. While not as comprehensive as &quot;Moon in a Dewdrop&quot;, the book has the virtue of fitting very neatly into a backpack. As 'wisdom imparts wisdom to wisdom', highly recommended."
Shobogenzo: v. 2: Zen Essays - The Eye and Treasury of the True Law,AAPA4KQWA7UXN,3/5,4.0,new moon size dharma eye,"For casual or beginning students, a very useful, selected 'best of', summary type of collection. Cleary appears dependable in this venture. Moon in a Dewdrop is more complete, but does not fit in the backpack nearly as well."
Shobogenzo: v. 2: Zen Essays - The Eye and Treasury of the True Law,A31CWVNVR0IL9A,2/5,4.0,Decent Translations,"I agree with the previous reviewer, these translations are good-yet not as to the point as ""Moon in a Dewdrop."" For those of you unfamiliar with the book we are mentioning, I recommend purchasing it before this one. The reviewer prior to him mentioned Cook's translation of the Genjokoan, a text which some 20 years after Shobogenzo's completion was made the first chapter. Personally, not to play one-upmanship here, I find Taizan Maezumi Roshi's commentaries on Genjokoan as erudite as the original work itself. I recommend grabbing ""The Teachings of the Great Mountain: Zen Talks by Taizan Maezumi."" Very clear text it is. All in all this is a pretty good translation, while there are better out there frankly. The one I mentioned starting the review is the best I've found in the form of ""best of"" in terms of Dogen's work and even poetry. So buy this book to expand your horizons, and yes even learn some things. But be sure to continue your quest in understanding Dogen's crucial Zen more and more, because this isn't the best book out there on the subject. Having said all this, I think you'll really enjoy it. Take care!"
Brat Farrar,A1FN9M6TBDYGOE,2/3,5.0,My All-Time Favorite Mystery,"Brat Farrar has everything a mystery should: a carefully-constructed plot, well-hidden but available clues, and an ending that wraps everything up without resorting to deux ex machina. The build-up to the &quot;creation&quot; of Pat Ashby -- the character the protagonist assumes in order to inherit an English estate -- is so thoughtfully described and developed, it was later referred to by Mary Stewart as the basis for her own character's deception in &quot;The Ivy Tree.&quot;All of these lead to a good mystery; what makes it a great mystery is the plethora of believable characters. The reader is invited to be part of a charming English village and becomes the champion of Brat as he works his way through a complicated identical-twin relationship to solve the hidden-secrets mystery in the end."
Brat Farrar,A146C71LE2DD3U,0/0,4.0,Brat Farrar,Purchased this book for a book discussion group. Thought Tey must be a new author because I had not heard of her. Was suprised to discover that she is a vintage author. The book had an interesting story to tell and we had a good discussion. I may try to find some of her other books.
Brat Farrar,AV74NYPSKHXBU,0/0,5.0,An Excellent British Mystery,"Not the best beginning perhaps, but I really loved this mystery novel, once I got into it. In this story, a stranger named Brat Farrar enters the Ashby family, posing as Patrick Ashby, the heir to the family's fortune and grounds. Brat has been coached on everything about Patrick: his mannerisms, appearance, and every detail of his life, up to when he was thirteen, when he disappeared and was thought to have drowned himself. It looks like Brat is going to pull of this scheme, until old secrets come to light.Brat Farrar was really suspenseful, though the writing was a bit off-putting at first. It took some getting used to. But once I did, I was pulled into this excellent story. It's one of those books where you don't really know who to side with, or who is good and who is evil. Obviously, what Brat is doing is wrong, and you don't want the whole family to tricked, but then again, you kind of sympathize with him. He's an orphan, and he's finally found a family that he loves (except for Simon, who was going to inherit Latchetts). And he certainly has plenty of doubts about what he's doing. Simon is a real jerk, and, as it turns out, much, much worse than that. Brat compares him to Timber, a horse that has killed a man with his ""tricks"". It's a very accurate comparison, even before Brat knows what he did.For most of the book, it seems like Brat has succeeded, but since I read the back, I knew that something was going to go wrong. And that made it all the more suspenseful. I was on the edge of my seat, waiting for the secret to reveal itself. Though short, Brat Farrar is actually kind of slow reading; even though you can't put it down, this seemingly diminutive book takes a while.I loved the British setting; it felt realistic, and there was a bit of interesting social commentary. The plot isn't hugely original, but makes for an engaging mystery. I think it's kind of ironic that his name is ""Brat"", even though he's not a brat at all.One last thing. Brat (and others) in the novel have a huge love for horses. I could kind of identify with that, because I used to (and still do) love horses. That added an interesting element to the book. It felt more real, that Brat had a passion."
Brat Farrar,A3D6DAEY0F8KU,0/0,4.0,well written,"Good story, original, but kind of abruptly ends. Poor kindle copy. Too many spelling mistakes to give it more stars."
Brat Farrar,AXXASDFBHLG6J,0/0,4.0,Good Character Developement,"What was interesting in this whodunnit was the character developement, not something a lot of whodunit writers are good at. Only Bigfoot Littlefoot and West comes to mind and that is wildly different. I enjoyed this book and am glad I read it."
Brat Farrar,A234YLAS2MYYWA,0/0,5.0,A classic still fresh and compelling,"The first thing I noticed about this author is her incredible talent for rendering conversations. In fact her narrative is so dialogue-driven that her protagonist often has spirited and convincing exchanges with his inner self. Although written before 1949, the writing has a timeless quality, a very modern tightness, and I found the style very ""easy on the ears"" and thoroughly enjoyable. This book is unusual in that it draws the reader inside the story and invites you to unlock the mystery. The plot's plausibility is heavily dependent on a couple of unique coincidences but, once you accept the premise, everything else follows. In fact, for me the precariousness of the situation adds tension and, although the ending was not a huge surprise, the way all the loose ends are tied up is very satisfying.Josephine Tey has deftly created some very likeable but complex characters: Brat is at once tough and vulnerable, an opportunist with a conscience. Simon is charming and cast as the victim but full of contradictions. Aunt Bee is typical of a generation of war-time women who had to be strong and unselfish for the sake of others. Each of the main characters is believably human, annoying at times, but always engaging. This book is perfectly suited for all ages, there is no gore, bad language, gratuitous sex or unsettling content and the potentially contentious adult subjects are masterfully handled. And, finally, horse enthusiasts will be happy to find that the substantial equestrian content is accurate and realistic and Tey's undisguised love of horses comes entirely devoid of saccharine."
Brat Farrar,A2LCWZS4KZBJXI,0/0,5.0,A Mystery of Unusual Dimensions,"There's no mystery here: Brat Farrar knows he's a fraud. But, offered the opportunity to impersonate Patrick Ashby, the missing heir of a small English estate, he jumps at the chance to belong to a place and a family--even a family that suspects he might not be the boy he claims he is. And Brat, treading in perilous waters, finds his work complicated by old questions resurfacing.I discovered Josephine Tey's work a year or two ago and would recommend her books to any serious reader. Throughout this story, she challenges our view of issues such as guilt, justice, suspicion, and what it means to belong somewhere."
Brat Farrar,A2B0W5FFQ3YSW,0/0,4.0,"Great ride, but fades away into the landscape","I've just finished reading this book for the first time, and while I cannot add further praise to what the others here have said and fully agree with them (being clear that I loved the book and would recommend it to anyone looking for a completely absorbing read), I will comment a bit on some of the ""loose ends"" that most people seem ok with overlooking. There is one in particular that is only given a final token nod by the author and which is in fact the entire ""raison d'etre"" of the story. That this is not resolved, or at least tidied up, is what stays with me at the end and leaves an unfortunate sense of incompleteness when I should be basking in afterglow. Slightly less distracting, but still disappointing, is the beginning introduction of a couple charming characters who help to engage us in the story, but who then disappear and only return for a quick final nod. I have noticed this habit in several of Tey's books which is why I would rank this one and several others only a 4.5 rather than a full 5 stars. Tey is a recent discovery, and one I'm very happy to have made. Simply opening one of her books and starting to read is to become enveloped in worlds and characters that so thoroughly engage, one is surprised to look up and realize that they're not ""real"". I look forward to reading all of her books, and am sure I'll come back to them and read again. I just wish she would tidy up the details and seriously END her stories, instead of simply allowing them to fade off into an only just emerging sunset."
Brat Farrar,A3H698WL63TZDJ,0/0,5.0,"Still great, for the fifth time","Every couple of years I reread this one. Sadly, I know it to well now to be surprised by the story twists but still, it's a delight and a joy. Hard to put down once you start. This time, one of the things that is particularly present for me is how Josephine Tey / MacKintosh really just seemed to have loved life, and allowed that love of the countryside, animals and the tapestries that are human relationships to flow through her work."
Brat Farrar,,5/8,5.0,One of my favorite books EVER,"One of greatest tragedies in the world of mysteries is that Josephine Tey wrote so few. I've loved this book ever since I was a girl and found it on the shelf of my parents' library.The book is populated by a number of likeable, believable characters (even the unlikeable characters are believable). The reader is compelled to keep reading by the interesting plot that keeps reveals new aspects of the story without seeming at all contrived."
Brat Farrar,A2SI6BNK5SWSMD,4/4,5.0,Excellent! Mary Stewart and Dick Francis fans take note,"Brat Farrer is an English orphan who, after much travel, has decided to come back to England. He is soon mistaken for Simon Ashby of Latchetts by Alec Loding, a cousin of the Ashbys. Brat is talked into impersonating Patrick Ashby, Simon's older twin who allegedly committed suicide when they were ten. Now about to come of age and inherit Latchetts, the plan is for Brat to claim Patrick's inheritance and provide Alec with a lifetime allowance as reward. What Brat doesn't expect is to care so much for the family and, more than fearing his fraud being uncovered, he is in fear of his life.It has been 30 years since I first read this book and I'd forgotten just how good it is. The story starts off gently at the first sentence. I immediately find myself caught up in the lives of the characters and environment Ms. Tey created. Soon the suspense begins to build and I can't put the book down. Even after the climax of the story, I am still kept in suspense until, at last, Ms. Tey kindly provides me with the resolution. I particularly wish other authors would take note that this completely enjoyable, engrossing and suspenseful story took only 276 pages to tell. If you've never read Brat Farrer or, as with me, it's been a long time, treat yourself and pick it up. Also, for the Dick Francis fans, it not only has horses, but a somewhat similar feel in its style. It was, as my British acquaintances say, brilliant!"
Brat Farrar,A3SQLU17WLC30U,4/4,5.0,Out of present day and back to post WWII English countryside,"Brat Farrar does what a good book is supposed to do. It draws you into a world you'll never be able to experience first hand. I've never been a fan of horses and all that goes with them but with this novel I gained an appreciation and some knowledge of the pleasures of owning a horse farm. It's so difficult to find a novel you ""don't want to put down"", I'm so glad I bought and read this one. The mystery here is not ""who dunnit"" or why it was done but how the main character Brat works his way out of the snare he walked into."
Brat Farrar,A2N065FW4AFYHM,3/3,5.0,Brat Farrar-an old friend,"First read at the age of 14 I now read this regularly and get something new out of it each time. It is just like sitting down with an old friend and chatting. The atmosphere, the characterisation are superb. Aunt Bee and all the rest come to life with a few well-chosen words. A note to the unnamed writer from Maryland who reviewed it and complained about the dentist being murdered, being exploded so his dental records could not confirm the identity. It is quite clear from the context and the period in which the book is set that the dentist dies in the London Blitz of the early 1940s. Her 'conspiracy theory' is wrong. Such a clever writer as Tey would not resort to murders by bomb explosions. It is mid-century England after all!A wonderful read. Immerse yourself in a classic of crime and character."
Brat Farrar,A1GAFPNBP535MY,5/6,5.0,An incredibly well written book.,"Whether you like mystery or not, this is an excellent book. First of all, the characterization is amazing. Each and every character is vivid and realistic, however extreme some of their personalities are. Even though Brat is an impostor, he's extremely likeable and you can't do anything but marvle at what an amazing impostor he is. As well as this, you end up becoming attached even to the characters that you don't like, such as Ruth, Simon, and Sheila Parslow Also, the plot is amazingly well developed. It builds up perfectly, for a while, you can't even tell it's going to be a mystery, then Brat becomes more and more curious and eventually realizes that the person he's pretending to be was murdered and by whom. It keeps on moving so rapid a pace that, by the end, it's nearly impossible to put the book down. The actual quality of the writing is just about as good as it gets. Don't hesitate, read it!"
Brat Farrar,A2U89TNVER3ECZ,2/2,4.0,Rated PG - The Reluctant Criminal...,"I've read and re-read everything by Josephine Tey - I even bought all her works. You may grow to like Brat, as I have, despite the fact that he sets out to steal the Ashby fortune. You may also have a hard time putting this book down until you see how things turn out.Foul Language - Nope.Sex - Some oblique references that maybe some illicit sex is going on and/or has happened.Violence - A mild tussle."
Brat Farrar,A1R8AMEG25QD1U,2/2,5.0,Brat Farrar,"This was this first book I puchased with my own money at age 12 and I have read and reread it for almost 50 years. The story and the writing stand up to both time and a more critical taste. Characters are beautifully drawn and the mystery never palls. The other books by Miss Tey are old favorites as well,paricularly The Murders of Richard III. They are perhaps better appreciated by adults, but for good writing for young readers, I always suggest Brat Farrar. Besides, who can resist the horses!"
Brat Farrar,A2R47YQOFGI77Y,4/5,5.0,Suspenseful mystery for those who dislike the formula kind,"The story is seen from the viewpoint of its title character, Brat Farrar, a foundling who grew up in an orphanage somewhere in England, he ran away to sea, traveled around and lived in America for awhile. When the book begins, Brat has just returned to England, he is stopped by an aging actor while walking along a street. The actor has been struck by Brat's amazing resemblance to someone he knows, Simon Ashby, who is due on his 21st birthday to inherit the family estate, though Simon was not the original heir - it should have been his twin, Patrick, who apparently committed suicide when they were 13. The actor makes Brat a proposition, he is persuaded to pose as Patrick come back and claim the family fortune.This was my first Josephine Tey mystery, and it kept me up late, I couldn't wait to find out what would happen. Originally published in 1949, this author was well known for writing great mysteries that did not follow formulas. Tey has chosen the British countryside and the world of horse breeding as the setting for this one, an enjoyable read, old-fashioned, British, with a country pastor and a character called Aunt Bee. Some things are perhaps predictable, for example I guessed pretty early on who Brat really was, but there were still plenty of other surprises along the way. This would have been a great Hitchcock film."
Brat Farrar,AJ1ZEMJSJYDOC,4/5,5.0,"Tight, taut and suspenseful","Brat Farrar agrees, against his better judgment, to assume the identity of a dead English boy and take his place as master of a small estate. He doesn't expect to feel an odd sense of belonging in the dead boy's life, or to feel such deep affection for the dead boy's family -- or to be treated with such contempt by the dead boy's twin brother. It's tough to make the &quot;imposter&quot; plot believeable - and Tey manages to suck you in from the very first page. What happens to Brat, and whether his deception is ultimately uncovered, makes for a taut, tense ride. Tey is not only great at building suspense, she's also a darn fine writer. Her characters are well-developed and psychologically true. She has a great eye for detail and paints an affectionate portrait of post-war English country life. I couldn't put this one down until I finished it."
Brat Farrar,A2GRDQJ4Z7053K,1/1,5.0,My new favorite Josephine Tey novel...,"This book was fabulous. It's exactly the kind of book I like - cozy, nothing too graphic, lots of mystery and a fair amount of tension/suspense.From the moment Brat Farrar comes into the narrative I was smitten. I found him fascinating. I don't want to say much about this book because it would be easy to spoil it. Let's just say that Brat Farrar is an 'orphan' who happens to look a lot like a boy who committed suicide eight years ago. Much of the book is devoted to finding out who he really is, or isn't. But it's SOOOO much more than that!If you like a well written, old fashioned mystery, you will love this book! It's definitely my new favorite Josephine Tey."
Brat Farrar,APCJBY83HT0SJ,1/1,5.0,A Pretty Decent Mystery,"I picked this up on the recommendation of a friend. My taste in detective novels is pretty exclusive - they have to be written well (e.g., everything by Jonathan Latimer) and not boring. ""Brat Farrar"" is definitely well written; but unless someone told you in advance, you wouldn't know you were reading a mystery until about midway into the book. Tey crafts her story well and creates a village full of flesh and blood characters; and the fact that a mystery eventually develops is almost beside the point, since by then Tey's already seduced you into enjoying the ride so far."
My Tummy Hurts: A Complete Guide to Understanding and Treating Your Child's Stomachaches,A32AFR61Q59IS8,3/3,5.0,A one-of-a-kind masterpiece,"Dr. Levy has provided a wonderful service by writing this comprehensive, engaging, organized and clear book on tummy problems in infants and children. Yes, the intestinal diseases are discussed. Even more important though are the user-friendly reviews of the questions about green stools, gassiness, colic, spitty babies, and school absence. Dr. Levy's advice is a must- read on the topics of family meals, TV time and parenting. This book should be on your shelf right next to Dr. Spock.Janet Harnsberger,MD, Pediatric Gastroenterology,Salt Lake City"
My Tummy Hurts: A Complete Guide to Understanding and Treating Your Child's Stomachaches,,3/3,5.0,You Better Buy Two...,I brought a copy of Dr. Levy's book into my office to show a co-worker who has a child that has been complaining of stomachaches and my co-worker claimed the book for her own. The book walks you through the basics of the digestive system and onto discovering what may be ailing your child. The writing is simple enough for a parent to understand and the index in the back helps pinpoint pertinent sections for quick reference. &quot;My Tummy Hurts&quot; is a must-have for any parent trying to figure out why his/her child's stomach aches...which means all of us!
My Tummy Hurts: A Complete Guide to Understanding and Treating Your Child's Stomachaches,,3/3,5.0,I want Dr. Levy for my doctor,"In a clear, nonmedical voice directed to parents, Dr. Levy explains the different types of stomach pain, and what it means, what we should do, and what it could be. It all sounds the same to me as a mother of 4, and he has been able to walk me through the what I should think, and the what I should do. I am indebited to him for his guidance, in nonmedical English, and straightforward explanations of different problems I thought I had understood and didn't. Eveyone needs this book if they are a parent, and it helps us as parents to. Buy this book, now."
My Tummy Hurts: A Complete Guide to Understanding and Treating Your Child's Stomachaches,,3/3,5.0,A Must Read for Parents,"Dr. Levy's book is a true find for any parent and especially for those whose child(ren) have repeated stomach aches or digestive problems. The book is very well organized beginning with the clearest description of how the digestive system should work that I have ever read. The book covers different types of stomach pain, common disorders and finally tons of information on more serious digestive problems. This book is easy to understand providing plenty of basic information about nutrition (most of which I should have known but did not). Yet the book also gives enough detail to be of real help to a parent searching for answers trying to decide what to do next to help their child. A great present for any parent's bookshelf."
My Tummy Hurts: A Complete Guide to Understanding and Treating Your Child's Stomachaches,A5EPDQ0WQIA17,2/2,5.0,A masterpiece from the master!,"We have been very blessed to be a patient of Dr. Levy's. He is an amazing doctor and has literally turned our lives around. My baby spent the first few months of her life in severe pain, until the day we first met Dr. Levy.This book is an invaluable resource and provides a wealth of information about how the digestive system works, the digestive health of babies, nutrition, GI disorders and tools for diagnosing tummy troubles.Of particular interest to us was the chapter on Reflux and GERD since this is what my daughter has. It is amazing how many parent's I have spoken to who have a pediatrician who misdiagnoses their babies reflux. This book can prevent that since it provides so much information on signs and symptoms of so many GI disorders, diseases and aliments.The book is very easy to follow and the information is very easy to understand. This book should be given to new mother's when they leave the hospital and should be on every pediatrician's desk. It can ease the worries of parent's both new and experienced, reduce phone calls to the doctor and help guide a parent in the right direction to find the best care for their child.Buy this book!!"
My Tummy Hurts: A Complete Guide to Understanding and Treating Your Child's Stomachaches,A19JOFD4HLJBDX,2/2,5.0,A valuable resource,"We have only had this book for 2 days and thankfully our 7 month old is healthy and well, but we have already found this book an incredibly valuable resource from nutrition to feeding guidelines and much more. After looking for weeks for a useful guideline to assist us in general nutrition and feeding for our baby we have finally found it!!! While the book is written for pediatric patients it provides information for kids and adults alike. Who knew there is a new food pyramid???We highly recommend this book to all parents who have questions about what do to when your baby is just not feeding right or feeling well. Also it provides clear and concise information on overall general health and well being. It is on our nightstand and will remain there for many years to come.While the book does provide advice from babies to teenagers, we have not had to consult those sections regarding older children and teenage issues. No doubt the time will come, and we will rely on this book again and again."
My Tummy Hurts: A Complete Guide to Understanding and Treating Your Child's Stomachaches,,2/2,5.0,This should have been one of the baby shower gifts!,"I wish I'd had this on hand for my first's early years, but am relieved to have such a clear and accessible and comprehensible book for all the years to come! The tables and charts are particularly helpful, but for once even the narrative is clear for non-medical people. One of the things that makes this book special is that it helps us (parents, but anyone taking care of a kid, really) be part of the solution -- gives great lists of questions to ask when there's belly pain, etc. I expect to feel much more helpful at the doctor's office next time, and less at a loss when my children have the (inevitable) next problem. I actually gave a sigh of relief after reading Dr. Levy's advice on colicky babies! Reference and guidebook all in one."
My Tummy Hurts: A Complete Guide to Understanding and Treating Your Child's Stomachaches,A144KB2RRT4AXU,1/1,5.0,MY FRIEND DR. LEVY,"i've know dr levy for about 7 years . he is a great doctor. i would like to congradulate him on his first book. i will buy it tomorrow. if you need a good gastroenterologist in new york go to him. he is very familiar with feeding tubes and people with acid reflux. i think very highly of him. he also does studies on feeding problems,anorexia,bolimia, and works with pulmenary doctors to help me . again i really think you should read his book.Love,Hilary Bernstein"
My Tummy Hurts: A Complete Guide to Understanding and Treating Your Child's Stomachaches,ATUQMLT3HK9XE,0/0,5.0,Thank you Dr. Levy!,"I am so happy that I stumbled upon this book while desperately trying to find some guidance regarding my son's stomach issues. The internet has sketchy information and there are not many books on the topic (and none that I could find specifically for kids). This book is fantastic! It is very explanatory and helped me to pinpoint what's going on with my son. The specialists we have seen have been good, but unfortunately too busy to devote a lot of time investigating my child's issues. This book took away my feeling of helpnessness and put me back in control and able to advocate for my child. Thank you, thank you, thank you!"
My Tummy Hurts: A Complete Guide to Understanding and Treating Your Child's Stomachaches,A3EE1D4COZ7GGL,0/0,5.0,At Last,"What a life saver! After extensive research I found Dr. Levy's book ""My Tummy Hurts"" the best choice. Let's face it, with four children and aging parents, inevitably one of us always has some sort of stomach issue. I felt more confused when I considered the daily news reports of tainted produce,samanella, printed warnings on meat packages, and the obvious demand for isles filled with lactose free, wheat free, soy, etc. items and I was at a loss. I found ""My Tummy Hurts"" easy to understand and a great guide for all ages. I strongly recommend it!"
My Tummy Hurts: A Complete Guide to Understanding and Treating Your Child's Stomachaches,A9C4BMSFQZ81R,1/2,5.0,I LOVE DR. LEVY!,"Eventhough I am fortunate to be a patient of Dr. Levy's and can seek his advice directly from him, I have found his book to be a valuable tool in helping with everyday gastrointestinal issues, all of which are clearly explained."
The Great Body Ball Handbook,A14B9D2O6Y374H,19/19,4.0,A small package full of information,"A great little book, varierty of moves, well explained and nice photos of each move. Nothing new or exciting but good direction on the regular moves which is great you can never be too safe when it comes to proper form on the ball( we all know what it feels like to fall off!)"
The Great Body Ball Handbook,A2S05103NS11VA,3/8,2.0,The Great Body Ball Handbook,"This book cost too much for what it is. It is a light weight paperback for almost $10. I bought the Get on the Ball book and was recommended this book. While it does have some good moves and stretches, it was NOT worth the money."
The Great Body Ball Handbook,A18I4YMM7Q0AT0,2/8,2.0,Overhyped and Underdelivered,Nothing new or creative here - very overpriced for what you get
The Great Body Ball Handbook,,85/85,5.0,"Clear, concise, instructive, innovative, &amp; for all levels","I've flipped through lots of stability ball books and this one - as skinny as it is - has been hands down the best. I coordinate the fitness program at a university and train students to be fitness professionals, and I pass along this book to them as much as I can. I also teach some of the exercises in my classes. The exercises listed are effective and innovative, and grounded in proper body mechanics. More importantly, the book gives options to increase or decrease the level of difficulty (not only does everyone begin exercise at different levels but as people progress they'll need harder options). And, it covers just about every muscle group. While it's not an exhaustive list of stability ball exercises, I was quite surprised that this little book would have so much more than the others! It's definitely been a worthwhile investment for our program."
The Great Body Ball Handbook,A1GV8US3KZWASX,35/35,5.0,The best little ball book.,"Tried every exercise in the book and just love it! The pictures are simple,yet detailed enough. Starts out with stretching and moves through the rest of the body from top to bottom. I would highly recommend this book for beginners and those wanting to firm up."
The Great Body Ball Handbook,A2VN5T6YHMP67C,11/11,4.0,The great body ball handbook,This is one of the best most effective exercise books that I have ever purchased. It steps you through each exercise and lets you know why and what muscles you are about to work. I have used this book to help friends to learn how to properly use a body ball. Wonderful book.
The Great Body Ball Handbook,A22AYZGY05D2UJ,4/4,5.0,great book,I am really happy with this book. The pictures and instructions are wonderful. I have gotten so many good ideas and helpful hints.
The Great Body Ball Handbook,AP1VW7FJTEPL8,2/2,5.0,easy to use,"the pictures and excercise descriptions are excellent, and the excercises are divided into color-coded sections for working on different parts of the body. easy to use, accurate, and effective. top-notch"
The Great Body Ball Handbook,A297D8EXTGZ2ML,0/0,5.0,a great gift for those with back problems,I have purchased several copies of this book for friends who have experienced back problems.Great exercises to strengthen the core and lower back!
The Great Body Ball Handbook,A1OWRLSD7LTSQ9,0/0,3.0,The Great Body Ball Handbook,Another book that was a bit of a disappointment..more of a 'booklet'has good info just would like more!
The Great Body Ball Handbook,A1N22A1CEX95B8,0/0,5.0,Body Ball Handbook,"I love working with the body ball. Since getting therapy using the ball, the handbook has taken my workouts a few steps farther."
The Great Body Ball Handbook,A22MANL4US4RMY,0/0,5.0,Excellent!,"The person I bought this for really likes it. It is full of good pictures and useful info on how to get the most from one of these exercise balls. It's not big or expensive, but it does just what you want - shows you how to use the ball."
The Great Body Ball Handbook,A28EMXV8RE8YI5,0/0,5.0,Great Body Ball Handbook,"Product is as expected. It shows numerous types of exercises for various parts of the body -- especially ""core"" exercises. The book arrived earlier than promised and in great condition. For those using a body ball, this is a great instruction book for beginners to advanced exercisers."
"The intellectual life: Its spirit, conditions, methods",A7K2E22YJ4XLR,47/47,5.0,research as a search for truth,"I first read this book as an undergraduate and I have reread it several times over the years. I regard it as one of the most important books that I've read. Why? A. G. Sertillanges does more than provide advice about how to organize your life to have time to think and write, although he does that. He argues that research is a vocation to find the truth -- a great calling no matter how small one's own part. His suggestions for organizing your life follow from the seriousness of this vocation, advice that's far more useful than merely how to get the next paper written."
