Title,description,authors,publishedDate,categories,ratingsCount
The Clowns Of Gods,"This beautiful new edition of Tomie dePaola’s 1978 classic retelling of a French legend stars a little juggler whose unique talent leads him to what might be a Christmas miracle. Little Giovanni is poor and homeless, but he can do something wonderful: he can juggle. The people of Sorrento marvel at his talents, and before long, he becomes famous throughout Italy for his rainbow of colored balls that delight the nobility and townspeople alike. But as the years pass, Giovanni grows old, and his talents begin to fail him. No longer a celebrated performer, he is once again poor and homeless, begging for his food. Until one Christmas Eve, when Giovanni picks up his rainbow of colored balls once more. And what happens next just might be a miracle…",['Tomie dePaola'],2018-03-06,['Juvenile Fiction'],12.0
"GET STRONG! Body By Jake's Guide to Building Confidence, Muscles and a Great Future for Teenage Guys","""I want you to spill your guts -- dreams and fears, successes and failures -- before you spill them on the training floor. You probably have many questions about how to better your body, your mind, and your future; so if you're ready to listen, I have the answers!"" -- From the introduction to Get Strong! Now is the time to become the guy that you have always wanted to be! Get Strong! is the first guide to not only getting in shape, but also getting your life in gear. Fitness motivator Jake Steinfeld, better known to the world as ""Body by Jake,"" helps you learn the basic steps to a more confident, more powerful, and healthier life. From bicep curls to life evaluations, Jake takes a whole new look at how to make it through your teenage years, and not just as another peg on the totem pole, but as the Big Man on Campus. Chock-full of real-life tales from Jake's own youth and descriptions and illustrations of exercises to get yourself in shape, Get Strong! is the plan you need to become strong and confident. So get off your buttissimo and get down to business, because as Jake says, ""I want you to build the most impressive physique that you thought possible with this book, but I also want you to build an impressive future."" By following the steps outlined in Get Strong!, you will achieve just that. A portion of the proceeds of Get Strong! will go to the Don't Quit! Foundation.",['Jake Steinfeld'],2002-01-08,['Health & Fitness'],
Mastering Guerrilla Marketing: 100 Profit-Producing Insights That You Can Take to the Bank,"Based on years of personal experience, the author's guide to mastering the art of marketing offers chapters on media, online marketing, psychology, technology, and much more. Original.",['Jay Conrad Levinson'],1999,['Business & Economics'],
White Like Me: Reflections on Race from a Privileged Son,"Tim Wise offers a highly personal examination of the ways in which racial privilege shapes the lives of most white Americans, overtly racist or not, to the detriment of people of color, themselves, and society. The book shows the breadth and depth of the phenomenon within institutions such as education, employment, housing, criminal justice, and healthcare. By critically assessing the magnitude of racial privilege and its enormous costs, Wise provides a rich memoir that will inspire activists, educators, or anyone interested in understanding the way that race continues to shape the experiences of people in the U.S. Using stories instead of stale statistics, Wise weaves a narrative that is at once readable and scholarly, analytical and accessible.--From publisher description.",['Tim J. Wise'],2011,['Biography & Autobiography'],
"Advanced Dungeons & Dragons, Players Handbook: Special Reference Work a Compiled Volume of Information for Players of Advanced Dungeons & Dragons, Including, Character Races, Classes, and Level Abilities; Spell Tables and Descriptions; Equipment Costs; We","For many gamers, the 2nd Edition Advanced Dungeons & Dragons core rulebooks were their introduction to the roleplaying game hobby. The AD&D Player's Handbook presents all of the information a player needs to create an AD&D character from scratch and advance the character in level. This reprint of the classic rulebook features a new cover design.",['Wizards RPG Team'],2013,['Games'],
The Higher Infinite: Large Cardinals in Set Theory from Their Beginnings (Springer Monographs in Mathematics),"Over the years, this book has become a standard reference and guide in the set theory community. It provides a comprehensive account of the theory of large cardinals from its beginnings and some of the direct outgrowths leading to the frontiers of contemporary research, with open questions and speculations throughout.",['Akihiro Kanamori'],2008-11-28,['Mathematics'],
Brutal Virtue: The Myth and Reality of Banastre Tarleton,"The author focuses on two areas where Tarleton and his men have received the most condemnation: the lack of discipline and the use of terror, and concludes with a summary of the Tarleton's postwar career and a judgment on the myth and reality of Tarleton and his unit. S2099HB - $24.00",['Anthony J. Scotti'],2002,['Biography & Autobiography'],2.0
Life Among the Savages,"In a hilariously charming domestic memoir, America’s celebrated master of terror turns to a different kind of fright: raising children. In her celebrated fiction, Shirley Jackson explored the darkness lurking beneath the surface of small-town America. But in Life Among the Savages, she takes on the lighter side of small-town life. In this witty and warm memoir of her family’s life in rural Vermont, she delightfully exposes a domestic side in cheerful contrast to her quietly terrifying fiction. With a novelist’s gift for character, an unfailing maternal instinct, and her signature humor, Jackson turns everyday family experiences into brilliant adventures.",['Shirley Jackson'],2015-05-05,['Biography & Autobiography'],23.0
Rebounding from Childbirth: Toward Emotional Recovery,"A nurturing and revealing account of how giving birth can cause deep emotional wounds for women in both their perception of themselves and their ability to relate to their families and how these wounds can be healed through self-analysis, journal writing, and psychological counseling.",['Lynn Madsen'],1994-01-01,['Health & Fitness'],
An Enquiry Concerning Human Understanding,"An Enquiry Concerning Human Understanding David Hume - An Enquiry Concerning Human Understanding is a book by the Scottish empiricist philosopher David Hume, published in English in 1748. It was a revision of an earlier effort, Hume's A Treatise of Human Nature, published anonymously in London in 1739-40. Hume was disappointed with the reception of the Treatise, which ""fell dead-born from the press,"" as he put it, and so tried again to disseminate his more developed ideas to the public by writing a shorter and more polemical work.",['David Hume'],2021-12-09,['Young Adult Fiction'],
Tender Is the Night,A story of Americans on the French Riviera in the 1930s is a portrait of psychological disintegration as a wealthy couple supports friends and hangers-on financially and emotionally at the cost of their own stability,['F. Scott Fitzgerald'],1995-07,['Fiction'],
How We Believe: The Search for God in an Age of Science,"Recent polls show that 96% of Americans believe in God. Why are people turning to religion in greater numbers than ever before? In How We Believe, Michael Shermer presents the results of an exhaustive empirical study in which he asked 10,000 Americans how and why they believe and about details of their faith. The result offers fresh and startling insights into age-old questions.",['Michael Shermer'],2000-11-01,['Science'],4.0
Mary's Land..,"As the ship Charity sails from Bristol, England, in 1638 two very different women make the perilous voyage to Lord Baltimore's new colony in the wilderness on the far shore of the Atlantic Ocean. Margaret Brent is of aristocratic birth and determined to make a life for herself. Anicah Sparrow is a teenaged pickpocket kidnapped and transported to the a New World in need of laborers. In the rowdy, irreverent new settlement, both women will find a future they could not have imagined.",['Lucia St. Clair Robson'],2015-01-31,,
Darkover: First Contact,"This omnibus edition reissues two classic Darkover novels--Darkover Landfall, in which a colonial starship from Earth crashlands on an unknown planet, and Two to Conquer, in which a brutal outlaw, harnessing matrix magic, attempts to take over the Hundred Kingdoms. Original.",['Marion Zimmer Bradley'],2004,['Fiction'],1.0
THE RISE OF SILAS LAPHAM,,['William Dean Howells'],1886,,
The Moor: A Mary Russell Novel,"In the eerie wasteland of Dartmoor, Sherlock Holmes summons his devoted wife and partner, Mary Russell, from her studies at Oxford to aid the investigation of a death and some disturbing phenomena of a decidedly supernatural origin. Through the mists of the moor there have been sightings of a spectral coach made of bones carrying a woman long-ago accused of murdering her husband--and of a hound with a single glowing eye. Returning to the scene of one of his most celebrated cases, The Hound of the Baskervilles, Holmes and Russell investigate a mystery darker and more unforgiving than the moors themselves.",['Laurie R. King'],2014-03-20,['Detective and mystery stories'],31.0
Dawn and the Older Boy (Baby-Sitters Club (Quality)),"Dawn has met Travis, an older boy, and she knows he's the perfect boy for her. The Baby-sitters think that smooth talking Travis is no good and plan to tell Dawn just that.",['Ann M. Martin'],1997-04-01,['Juvenile Fiction'],
The Night Country: Reflections of a Bone-Hunting Man,,"['Loren C. Eiseley', 'Leonard Everett Fisher']",1974-01-01,['American literature'],3.0
Runner,,,,,
Mine Enemy Grows Older,,"['Alexander King (Author of ""Mine Enemy Grows Older"".)']",1963,,
Force Of Reason,The Force of Reason and the Logic of Force investigates the concept of force through various 'episodes' in the history of philosophy. The author argues that force arises on the basis of the distinction of reality and mere appearance. The book looks at figures who reduce force to something other than itself as well as figures who develop a 'logic of force' that allows them to trace the operation of force without such a reduction.,['R. Lee'],2004-08-20,['Philosophy'],
"1,001 Tips for Living Well with Diabetes: Firsthand Advice that Really Works (Marlowe Diabetes Library)","Filled with important information on diabetes, this unique guide to a common disease surveys hundreds of diabetes sufferers for their tips on how to live well with the disease, covering doctors, exercise, depression, and much, much more. Original.","['Judith H. McQuown', 'Harry Gruenspan, M.D.']",2004,['Health & Fitness'],
Birdhouses: 20 Unique Woodworking Projects for Houses and Feeders,,['Mark Ramuz'],2011,['Birdhouses'],
Hamlet,"When the ghost of his father appears to Prince Hamlet of Denmark, urging him to avenge his murder upon his uncle, the tragic flaw of indecision leads Hamlet to ruin",['William Shakespeare'],1988,['Drama'],1.0
Affectionately Yours (Zebra Regency Romance),"Anna Tremain is pleased to be back in touch with her dear friend Valerie Monroe but when she meets Valerie's appealing brother, romantic sparks will begin to fly in her life as well. Original.",['Kathryn June'],2000,['Fiction'],
Spot's Busy Day,,"[""SPOT'S.""]",1999,,
The Light the Dead See: The Selected Poems of Frank Standford,"Between 1972, when he published his first book, The Signing Knives, and 1978, when he died at the age of twenty-nine, Frank Stanford published seven volumes of poetry. Within a year of his death, two posthumous collections were published. At the time of this death, as Leon Stokesbury asserts in his introduction, ""Stanford was the best poet in America under the age of thirty-five."" The Light the Dead See collects the best work from those nine volumes and six previously unpublished poems. In the earlier poems, Stanford creates a world where he could keep childhood alive, deny time and mutability, and place a version of himself at the center of great myth and drama. Later, the denial of time and mutability gives way to an obsessive and familiar confrontation with death. Although Stanford paid an enormous price for his growing familiarity with Death as a presence, the direct address to that presence is a source of much of the striking originality and stunning power in the poetry.",['Frank Stanford'],1991,['Poetry'],
Like A Sister: A Novel,"In this ""tense, twisting mystery"" (Megan Miranda), no one bats an eye when a Black reality TV star is found dead—except her estranged half-sister, whose refusal to believe the official story leads her on a dangerous search for the truth. “I found out my sister was back in New York from Instagram. I found out she’d died from the New York Daily News.” When the body of disgraced reality TV star Desiree Pierce is found on a playground in the Bronx the morning after her 25th birthday party, the police and the media are quick to declare her death an overdose. It’s a tragedy, certainly, but not a crime. But Desiree’s half-sister Lena Scott knows that can’t be the case. A graduate student at Columbia, Lena has spent the past decade forging her own path far from the spotlight, but some facts about Desiree just couldn’t have changed since their childhood. And Desiree would never travel above 125th Street. So why is no one listening to her? Despite the bitter truth that the two haven’t spoken in two years, torn apart by Desiree’s partying and by their father, Mel, a wealthy and influential hip-hop mogul, Lena becomes determined to find justice for her sister, even if it means untangling her family’s darkest secrets—or ending up dead herself. A BOOK OF THE MONTH CLUB PICK ""A juicy mystery . . . I want everyone I know to read it so we can talk about it.""​ —Jasmine Guillory “Crackling . . . One of those books that's best prepared for ahead of time, because once you pick it up, it will be difficult to put down.” —Alyssa Cole “A riveting, read-through-the-night thriller.” —Liv Constantine ""Dishes up the glitz of the haves and the struggles of the have-nots . . . #pageturner."" —Oprah Daily “Equal parts charm and heartbreak, with razor-sharp insights on class, race, and family.” —Laura Lippman “Smart with twists you never see coming.” —Walter Mosley “Domestic suspense for the Instagram gen. #lovedit.” —Lori Rader-Day",['Kellye Garrett'],2022-03-08,['Fiction'],1.0
Godard On Godard (Da Capo Paperback),,,1993,"['Art, American']",
The Great Santini,"The piercing, iconic semi-autobiographical novel of a domineering father and ambitious son, from the #1 New York Times bestselling author of The Prince of Tides Step into the powerhouse life of Bull Meecham. He’s all Marine—fighter pilot, king of the clouds, and absolute ruler of his family. Lillian is his wife—beautiful, southern-bred, with a core of velvet steel. Without her cool head, her kids would be in real trouble. Ben is the oldest, a born athlete whose best never satisfies the big man. Ben’s got to stand up, even fight back, against a father who doesn’t give in—not to his men, not to his wife, and certainly not to his son. Bull Meecham is undoubtedly Pat Conroy’s most explosive character—a man you should hate, but a man you will love. Praise for The Great Santini “Stinging authenticity . . . a book that won’t quit.”—The Atlanta Journal “[Pat] Conroy has captured a different slice of America in this funny, dramatic novel.”—Richmond News-Leader “Conroy takes aim at our darkest emotions, lets the arrow fly and hits the bull’s-eye almost every time.”—Milwaukee Journal Sentinel “Robust and vivid . . . full of feeling.”—Newsday “God preserve Pat Conroy.”—The Boston Globe",['Pat Conroy'],2002-03-26,['Fiction'],24.0
THE ASPIRIN AGE.,A collection of twenty-two short stories that explore the events that shaped the lives of Americans in the years between the two world wars.,['Isabel Leighton'],1949,['Political Science'],
The Nutcracker Is Already Dancing: The Hivs & the Hiv-Nots,,['Cary Savitch'],1996-12,['Social Science'],1.0
Hurricane Bay,"Hurricane Bay by Heather Graham released on Nov 01, 2008 is available now for purchase.",['Heather Graham'],2008-11-01,['Fiction'],
Legend of the Loon (Legend (Sleeping Bear)),"In this retelling of an Ojibwe Indian tale, a mother bear loses sight of her two cubs as they all attempt to escape a forest fire by swimming across Lake Michigan.","['Kathy-Jo Wargin', 'Gijsbert van Frankenhuyzen']",1998,['Juvenile Fiction'],1.0
25 Houses Under 1500 Square Feet,"Following up on the successful book 25 Houses under 2500 Square Feet, this title will continue to explore, though case studies, the joys of living in compact, well designed homes. The 25 houses presented in the book offer an extraordinary range of architectural solutions for designing functional yet exciting, dramatic living spaces within a small envelope. The houses will range in size from a few hundred square feet up to 1500 square feet of heated space. As with 25 Houses, projects will be located throughout the United States with some coming from Europe, South America, Asia and Australia. Readers interested in building a primary residence, a weekend getaway, or a guest house will discover how architects, through the innovative use of common building materials and careful attention to space and light, are able to create dwellings that belie their small size. The projects were selected for their excellence in design, innovative use of materials and methods of construction, each house comprises a case study that includes interior and exterior photography by some of the finest architectural photographers working today; drawings including site plans, details, and floor plans; and concise, informative text that highlights the design and technical aspects of the house. Architects and architectural firms to be featured include: Lake/Flato, Olson Sunberg Kundig Allen, Archi-Tonics, Via Architecture, Dean/Wolf, Belmont Freeman,Hanrahan and Meyers, AC2, Frank Harmon.",['James Grayson Trulove'],2004-11-09,['Architecture'],
Major Problems in American Immigration and Ethnic History (Major Problems in American History),This unique volume explores such themes as the political and economic forces that cause immigration; the alienation and uprootedness that often follow relocation; and the difficult questions of citizenship and assimilation.,['Jon Gjerde'],1998,['Social Science'],
Bodega Dreams: A Novel,"""A new and authentic voice of the urban Latino experience."" --Esmeralda Santiago, author of When I Was Puerto Rican In a stunning narrative combining the gritty rhythms of Junot Diaz with the noir genius of Walter Mosley, Bodega Dreams announces the arrival of a writer who ""The Village Voice has already hailed as ""a Writer on the Verge."" The word is out in Spanish Harlem: Willy Bodega is king. Need college tuition for your daughter? Start-up funds for your fruit stand? Bodega can help. He gives everyone a leg up, in exchange only for loyalty--and a steady income from the drugs he pushes. Lyric, inspired, and darkly funny, this powerful debut novel brilliantly evokes the trial of Chino, a smart, promising young man to whom Bodega turns for a favor. Chino is drawn to Bodega's street-smart idealism, but soon finds himself over his head, navigating an underworld of switchblade tempers, turncoat morality, and murder.",['Ernesto Quiñonez'],2000,['Fiction'],2.0
Trading Card Techniques & Atc,Create trading cards for a quick and creative project that challenges your creativity.,"['Lisa Vollrath', 'Michele Charles', 'Tim Holtz']",2005-01-01,['Crafts & Hobbies'],
Brat Farrar,"What begins as a ploy to claim an inheritance ends with the impostor’s life hanging in the balance. In this tale of mystery and suspense, a stranger enters the inner sanctum of the Ashby family posing as Patrick Ashby, the heir to the family's sizable fortune. The stranger, Brat Farrar, has been carefully coached on Patrick's mannerism's, appearance, and every significant detail of Patrick's early life, up to his thirteenth year when he disappeared and was thought to have drowned himself. It seems as if Brat is going to pull off this most incredible deception until old secrets emerge that jeopardize the imposter's plan and his life. Culminating in a final terrible moment when all is revealed, Brat Farrar is a precarious adventure that grips the reader early and firmly and then holds on until the explosive conclusion.",['Josephine Tey'],2012-12-25,['Fiction'],47.0
Psycho-pictography;: The new way to use the miracle power of your mind,,,1965,['Imagery (Psychology)'],
"Our Own Snug Fireside: Images of the New England Home, 1760-1860","This charming book portrays domestic life in New England during the century between the American Revolution and the Civil War. Drawing on diaries, letters, wills, newspapers, and other sources, Jane C. Nylander provides intimate details about preparing dinner, spinning and weaving textiles, washing and ironing laundry, planning a social outing, and exchanging food and services. Probing behind the many myths that have grown up about this era, Nylander reveals the complex reality of everyday life in old New England.",['Jane C. Nylander'],2013-05-15,['Architecture'],1.0
Barbie Unbound: A Parody of the Barbie Obsession,"Satirically explores Barbie dolls in different guises and professions, including Grunge Barbie, PMS Barbie, Virginia Slims Barbie, Barbie Antoinette, and Anita Hill Barbie",['Sarah Strohmeyer'],1997,['Humor'],
Autism? Asperger's? ADHD? ADD?,"ADHD and Asperger Syndrome in Smart Kids and Adults offers detailed examples of individuals who have above-average cognitive intelligence, but struggle with executive function impairments of ADHD and significant social-emotional impairments of Asperger syndrome. The book centers around twelve case studies of bright children, teens, and adults treated for both ADHD and Asperger syndrome. Each chapter describes diverse examples of their strengths and their difficulties and explains how these individuals can be helped with appropriate treatment to overcome their ADHD impairments and to improve their ability to understand and interact more effectively with others. Case examples are followed by updated, science-based descriptions of these disorders. Providing science-based information about ADHD and Asperger syndrome in clearly understandable, accessible language, this text is ideal for clinicians, educators, social workers, medical and mental health service providers, and parents of those struggling with such impairments. It also advocates for restoring the diagnosis of Asperger Syndrome to diagnostic manuals of the American Psychiatric Association and World Health Organization.",['Thomas E. Brown'],2021-08-19,['Psychology'],
The house guests: Illustrated with photographs,"A spare, patterned text and glowing pictures explore the origins of light that make a house a home in this bedtime book for young children. Naming nighttime things that are both comforting and intriguing to preschoolers—a key, a bed, the moon—this timeless book illuminates a reassuring order to the universe.",['Susan Marie Swanson'],2008-05-05,['Juvenile Fiction'],70.0
The Resurrectionist (Old Philadelphia Mystery Series),"Police detective Wilton McCleary uncovers a deadly and dangerous conspiracy in post-Civil War Philadelphia when he investigates the mysterious disappearance of nine women of color, crimes that threaten to ignite a race riot. Original.",['Mark Graham'],1998-12-31,['Fiction'],
Lass: Tag-Based on the best-seller Lessons from a Sheepdog by W. Phillip Keller,"Follows the story of Lass, who is transformed from a believed-worthless and untrainable animal into a valuable sheepdog by a man's love, explaining how Lass's story reflects the transforming love of God.",['Phillip Keller'],2002,['Religion'],87.0
Star Wars Agents Of Chaos 1 Hero's Trial,"As attacks by an alien force threaten to devastate the New Republic, Han Solo seeks solace from his grief over the death of Chewbacca and embarks on a quest to avenge his partner's death.",['James Luceno'],2000,['Fiction'],
"The intellectual life: Its spirit, conditions, methods","First published in 1920, The Intellectual Life has been repeatedly reprinted and continues to inspire and instruct young scholars.",['A. G. Sertillanges'],1998,['Philosophy'],3.0
Novell's NetWare 5 Administrator's Handbook,,['Kelley J. P. Lindberg'],1999,['Local area networks (Computer networks)'],
The General,"The book John Kelly reads every time he gets a promotion to remind him of ‘the perils of hubris, the pitfalls of patriotism and duty unaccompanied by critical thinking’ The most vivid, moving – and devastating – word-portrait of a World War One British commander ever written, here re-introduced by Max Hastings.",['C. S. Forester'],2017-09-14,['Fiction'],2.0
The Spirit of America,,['Deseret Book Company'],1998,['Fourth of July orations'],
"Abortion and the Early Church: Christian, Jewish and Pagan Attitudes in the Greco-Roman World","What is abortion? A convenience to society? A legal offense? Murder? The twentieth century is not the first to face these questions. Abortion was a common practice two thousand years ago. The young Christian church, growing up in influential centers of Greco-Roman culture, could not ignore the practice. How would church leaders define abortion? Gorman examines Christian documents in their Greco-Roman context, concluding that Christians held a consistent position throughout the church's first four hundred years.",['Michael J. Gorman'],1998-10-26,['Religion'],1.0
"The Confessions of St. Augustine, ([The black and gold library])",,['Saint Augustine (Bishop of Hippo.)'],1943,['Christian saints'],
"Wilderness of Mirrors: Intrigue, Deception, and the Secrets that Destroyed Two of the Cold War's Most Important Agents","“A remarkably detailed account of the internal disputes about the defectors and double agents that tied the CIA in knots during the 1960s.” —The Wall Street Journal At the dawn of the Cold War, the world’s most important intelligence agencies—the Soviet KGB, the American CIA, and the British MI6—appeared to have clear-cut roles and a sense of rising importance in their respective countries. But when Kim Philby, head of MI6’s Russian division and arguably the twenty-first century’s greatest spy, was revealed to be a Russian mole along with British government heavyweights Donald Maclean and Guy Burgess, everything in the Western intelligence world turned upside down. Here is the true story of how the American James Bond—the colorful, foulmouthed, pistol-packing, alcoholic ex-FBI agent William “King” Harvey—put the finger on Philby; how James Jesus Angleton, the chain-smoking poet of Yale University and the CIA’s supposed “master spy” in charge of counterintelligence, began his descent into a paranoid wilderness of mirrors upon learning of family friend Kim Philby’s ultimate betrayal; and the devastating consequences of the loss of MI6 prestige and the CIA’s subsequent self-defeating witch hunts. Every revelation, every stranger-than-fiction twist and turn is all the more intriguing as truths become lies and unlikely scenarios are revealed as reality. With impeccable sourcing and the use of thousands of pages of declassified research, David C. Martin’s Wilderness of Mirrors is widely recognized as a masterpiece of intelligence literature. “Enthralling . . . provocative, vividly controversial. Deserves to be widely read.” —The Washington Post",['David C. Martin'],2018-09-15,['Political Science'],
The Wonderful World of Alpacas,"Picturesque, great for ranch handout. Will delight both old and young. Illustrated by B.J. Lewis.",['M. Brandon James'],1997-12-01,['Alpaca'],
"The Long Prison Journey of Leslie van Houten: Life Beyond the Cult (Northeastern Series on Gender, Crime, and Law)","A criminology professor goes behind bars to chronicle the extraordinary story of Leslie Van Houten, one of the infamous ""Manson girls,"" describing her early life, her involvement with Charles Manson and his group's 1969 murder rampage, her life in prison, and her struggle to rediscover her own identity.",['Karlene Faith'],2001,['Social Science'],
"Heart of the Problem: When You're Tired of 'Just Coping' with Your Struggles and Want to Find a Cure, You're Ready to Face the...","Gives encouragement to everyone who has ever faced a situation that felt insurmountable. By seeking God's answer, even the most complex problems can be solved once and for all.","['Henry R. Brandt', 'Kerry L. Skinner', 'Henry T. Blackaby']",1996-12-01,['Religion'],1.0
"Mountolive,: A novel","The intrigues of Justine and Balthazar multiply and deepen in the third volume of the Alexandria Quartet, giving us a novel of labyrinthine intricacy and mesmerizing beauty. In the first two novels of this profoundly innovative masterpiece, Lawrence Durrell explored two sides of a romantic quadrangle involving several inhabitants of prewar Alexandria. Now that geometry is seen from a startling new angle—through the clinical eye of a British diplomat, for whom love is only another form of statecraft. Like its predecessors, Mountolive is a novel of vertiginous disclosures, in which the betrayer and the betrayed share secret alliances and an adulterous marriage turns out to be a vehicle for the explosive passions of the modern Middle East. “Durrell is almost without peer in conveying atmosphere and mood. Even if his Alexandria never existed on this earth, it is now as real as Hawthorne’s Rome, Proust’s Paris, Loti’s Constantinople. . . . Mountolive is dazzlingly cohesive, beautifully controlled from beginning to end.”—Saturday Review “A work of splendid craft and troubling veracity.”—The New York Times “Mountolive has vivid imagery and scenes of ghastly hilarity. . . . Readers will be sharply aware that they are encountering an acute intelligence pursuing a grand design.”—TIME",['Lawrence Durrell'],1991-07-12,['Fiction'],12.0
Kiss From a Rogue,"The final, breathtaking novel in Elisa Braden’s Rescued from Ruin series is the story readers have been clamoring for: Fragile yet unbroken, Hannah Gray is embarking on a husband hunt … if only Lady Wallingham hadn’t invited a wolf to the party. All she wants is an ordinary life A cruel past left Hannah Gray with one simple longing—normalcy. Normal ladies ride and waltz without fear. They have safe, normal husbands to give them safe, normal kisses. After years of healing, she’s ready to find “normal” for herself, and Lady Wallingham’s house party is the perfect place to begin. Perfect, that is, except for the cynical wolf-in-rogue’s-clothing whose every hungry glance threatens to crack her armor and pierce her fragile heart. All he wants is to forget her Bow Street runner Jonas Hawthorn vowed never to see the cold, haughty Miss Gray again. A year ago, he nearly died trying to protect her, only to be dismissed like a lowly servant. But soon, he’ll have land and servants of his own. He just has to locate an old dowager’s stolen goods, collect his prize, and avoid the beauty who haunts him like a moonlit sky. All it takes is a single kiss He never meant to touch her. She never meant to reveal the truth. But once he’s tasted the heat and longing hidden beneath her icy mask, the only mystery this Bow Street man burns to solve is how a roguish wolf might win the elusive Miss Gray for himself.",['Elisa Braden'],2019-08-02,['Fiction'],
D. H. Lawrence and Italy: 2,"Essentially DH Lawrence's personal guide to Italy on foot, 'Twilight In Italy' is a collection of short travel essays. A meditative, poetic exploration of both Italian culture and Lawrence's own mind, this is unmissable for those who enjoyed E M Forster's 'A Room With A View' DH Lawrence (1885-1930) was an English poet and novelist. Famed for his lyrical prose, he was uncompromising in his mission to uncover the consequences of modernity and industrialization, particularly on sexuality, instinct, and spontaneity. His works, although innovative, were not truly appreciated until after his death, the most notable of which 'Lady Chatterley's Lover' was adapted to screen in 1981.",['D.H. Lawrence'],2021-11-02,['Literary Collections'],2.0
SHAKESPEARE'S IMAGERY AND WHAT IT TELLS US,"2014 Reprint of 1958 Edition. Full facsimile of the original edition, not reproduced with Optical Recognition Software. Caroline Spurgeon is known as the first female university professor in London, the second in England. In 1935, Spurgeon wrote this pioneer study on the use of images in William Shakespeare's opus. In it she analyses the different types of images and motifs that he uses in his plays. She also shows that there is a ""cluster,"" or there are several ""clusters,"" of images in each of the major plays, for instance, illness and injury images in ""Hamlet,"" and light and darkness images in ""Romeo and Juliet."" Remains a classic study to this day.",['Caroline Spurgeon'],2014-03,['Literary Criticism'],1.0
Wilderness Spirituality: Finding Your Way in an Unsettled World,"This is a book about wilderness spirituality. It is not a manual about how to worship in the woods or find salvation through nature. It is a book about a certain kind of belief and faith that can transform the wilderness of life from arenas of confusion and fear into places of emancipation and hope. It is a book for all of us, because we all share a piece of the same wilderness. - RRR Idaho Sawtooth Mountains Rod was the greatest of the great gifts given to me, and we had an extraordinary life together. I will forever love him for the beauty of his spirit and open-hearted faith that he shared with such loving-kindness - always. I will always treasure the calmness of Rod’s last days with me by his side, with no intrusion or extreme measures - dressed by me, his very dearest, in his comfy jammies and a very simple burial. Rod cherished the final wilderness, his own death, and approached it with sublime gratitude and absolute peace. In death I have grown to know Rod in new ways, through the union of our spirits that is everlasting. Beverly Romney",['Rodney Romney'],2015-10-14,['Religion'],
Knot Gardens and Parterres,Knot Gardens and Parterres is a fully illustrated guide to the history of these decorative features and shows how they relate to other contemporary arts and crafts. It also explains how to design and plant a knot garden.,"['Robin Whalley', 'Anne Jennings']",1998,['Gardening'],
Familiar Spirits: A Memoir of James Merrill and David Jackson,"The award-winning novelist shares her insights into the life of a major American poet as she explores the relationship between James Merrill and his long-time partner, David Jackson, and its influence on Merrill's acclaimed work. 12,000 first printing.","['Alison Lurie', 'Frederic J Whiton Professor of American Literature Alison Lurie']",2001,['Biography & Autobiography'],1.0
Kids Take the Stage: Helping Young People Discover the Creative Outlet of Theater,"• Foreword by Paul Newman • Completely revised and updated version of a beloved theater classic • Replaces Kids Take the Stage, ISBN 0-8230-7742-X • Clear, practical guide to helping kids ages 8 to 18 get a show up and running The classic Kids Take the Stage is one of the best-selling Back Stage Books of all time. Now Back Stage is proud to present the completely revised and updated second edition of this indispensable guide to getting young people on stage and helping them create their own shows. For teachers, for parents, for budding actors, emerging crew, and incipient directors—this is the book that shows how to get a production up and running...and have fun in the process. Clear and accessible, Kids Take the Stage outlines a systematic approach to staging, complete with basic lessons in acting, relaxation and trust-building exercises, and improvisations. From first read-through to opening night, from butterflies to bravos, this is the perfect book to help young people realize their creative potential. www.sherrihaab.com . Nina Edwards is a graphic designer and illustrator. She lives in New York City.","['Lenka Peterson', ""Dan O'Conner""]",2010-06-09,['Performing Arts'],1.0
"Goodbye, Geraldine","A nine-year-old boy's story of growing up in Duluth whose mother died when he was three years old. The story of one family and every family, of a woman whose strength sustains her grandchildren through alcoholism, desertion, and death; and of a young man who fights his way to a new life of hope, peace, and love--P. [4] of cover.",['Robert J. Morgan'],2001,['Religion'],
"A People That Shall Dwell Alone: Judaism as a Group Evolutionary Strategy (Human Evolution, Behavior, and Intelligence)",,,,,
"Objection!: How High-Priced Defense Attorneys, Celebrity Defendants, and a 24/7 Media Have Hijacked Our Criminal","Court TV host Nancy Grace presents her case in this behind-the-scenes look at the high-profile cases everyone is talking about ancy Grace is a name millions of Americans recognize from her regular appearances on Court TV and Larry King Live. Legions of loyal fans tune in for her opinions on today's high-profile cases and her expert commentary on the challenges facing the American judicial system. Now, in Objection!, she makes her case for what's wrong with the legal system and what can be done about it.","['Nancy Grace', 'Diane Clehane']",2005-06-08,['Law'],1.0
Tracks,The author recounts her almost two-thousand mile journey across Australia with nothing but a dog and some camels for company.,['Robyn Davidson'],2014-08-26,['Biography & Autobiography'],17.0
